url,creation_date,scraped_date,full_address,street,zip_code,district,housing_type,size,number_of_rooms,floor,rental_period,available_from,summary,monthly_rent,aconto,deposit,prepaid_rent,occupancy_price,total_monthly_cost,months_of_prepaid_rent,months_of_deposit,is_furnished,is_shareable,pets_allowed,has_elevator,students_only,has_balcony,has_parking
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/62m2-3-vaer-id-5237227,11/01/2021,11/06/2021,"Gertrude Steins Vej, 2300 København, København S  - 3. sal",Gertrude Steins Vej,2300,København S,Apartment,62.0,3,3,Unlimited,04/01/2022,"Bellak neighborhood's new mortgage The home is designed by Cobe and Vilhelm Lauritzen Architects, and is a distinctive touch of the entrance to the Bellakvarter. The 60 meter high housing tower is designed in a white grid of raw concrete elements located on a dark brick base, which forms the frame around a green, natural courtyard. The homes in the base go up to 5th floor and have balconies and retracted terraces out to the farm, while the tower shoots 19 floors and has balconies all around. The property consists of a total of 200ths with 2-6 rooms. The view of the entire Ørestad and Amager Fælled Tower is drawn with 360 degree balconies in different depths that vary from French balconies for residence sales. It allows for a rich outdoor to go outside from all the rooms and enjoy the unbroken view over Ørestad and in over Amager Fælled to Copenhagen Skyline.Dukke Apartments in high quality homes have a stylish and Nordic look and listed in delicious materials such as great oak floors and large window sections. The large window sections provide a lovely light and an indescribable beautiful view from the tower apartments. The kitchen is a quality kitchen from Invita and in a timeless design with integrated white goods such as incorporation furnace, induction hob, fridge / freezer and dishwasher. All bathrooms are built in bright materials and shower cubes with extra large brush head that invites long baths and providing an impression of quality and well-being. All homes have their own washer and dryer. Dressing tower housing overlooking two world corner entrance to the new housing tower coming on the corner of Videby Allé and Ørestad Boulevard, where an Aula is established with wood on walls and ceilings, which gives a warm welcome. From here you can move on to the lift core, located in the center of the house and leads up to the apartments. All the tower homes are established as corner apartments overlooking two world corners and have a nice light in during the day. At the top is a unique penthouse apartment in two level, private roof terrace and bathtub where you can enjoy the view of Amager Fælled. DGNB is based on a holistic understanding of sustainability, which takes into account both environmental, economic, technical, procedural and social factors. Bellakvarter is a diverse neighborhood where sustainability comes into play in, among other things, the handling of rainwater, waste management and green areas. The homes are ready for occupation 1.4.22.House animals: with application. * Note that the images do not necessarily have been taken from that Apartment, and to view etc. Therefore, vary.",11500,650,34500,11500,58150,12150,1,3,0,1,1,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/100m2-4-vaer-id-5206101,10/25/2021,11/06/2021,"Cylindervej, 2450 København, København SV  - 1. sal",Cylindervej,2450,København SV,Apartment,100.0,4,1,Unlimited,11/06/2021,"The channel edge consists of 119 rental housing with a unique location in Copenhagen's new channel town on Teglholmen - a new district with channels, cozy courtyards and a vibrant nearby. With a location next to one of Teglholmens channels, you will stay centrally on Teglholmen. This means that more shopping opportunities, the new school in Sydhavnen and several day care centers are a short walk from your new accommodation. On the whole, everything that means that the logistics goes to work, purchasing and children within less than 500 meters from your new residence.There is the opportunity to rent a parking in the nearby parking house. of 2-4 bedroom apartments. There is a lift in the property.info about the homes: There is no possibility to rent if you are registered in RKI.The is payable 3 months in the deposit, for 1st month's rental and last month's rental. Parts are not allowed. It is not allowed to hold pets in the leases. * Note that the images are not necessarily taken off / from the residence in question, and that view etc. Therefore, vary. Open House: - Thursday, November 11, 2021, at. 15: 00-15: 15Obs: Please keep updated as there may be changes.",14695,1100,44085,14695,74575,15795,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/101m2-4-vaer-id-5238224,11/04/2021,11/06/2021,"Carl Jacobsens Vej, 2500 København, Valby  - 2. sal",Carl Jacobsens Vej,2500,Valby,Apartment,101.0,4,2,Unlimited,02/01/2022,"The clover leaf park offers 102 beautiful rental housing in a family-friendly neighborhood at New Ellebjerg - an attractive district with easy connection to the rest of Copenhagen. The property is located among charming double houses and old factory halls in Valby's former industrial neighborhood. Spacious bedrooms with built-in wardrobes. Each residential has its own private outdoor space in the form of a balcony or terrace. In addition, it is always possible to catch a sunbeam on the two large communal roof terraces. The clover leaf park you will also find a common room with kitchen that can be rented for party or other major events. In addition, there is a large underlying parking shell, where it is possible to rent a fixed parking space. Each residence has its own private basement room. The road housing available with 1-6 rooms and fits perfectly with modern metropolis - ranging from couples and larger families with children. We landlord on the following terms: - There is no possibility to rent if you are registered in rki- Payed 3 months in the deposit, 1 month's prepaid rental as well as the first month's rental .- Sharing housing are not allowed. Animal housing can be applied for one cat or dog. * Note that the images are not necessarily taken by the residence in question, and to view etc. Therefore, vary.",13395,1100,40185,13395,68075,14495,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/91m2-4-vaer-id-5194146,11/04/2021,11/06/2021,"Clara Pontoppidans Vej, 2500 København, Valby  - 1. sal",Clara Pontoppidans Vej,2500,Valby,Apartment,91.0,4,1,Unlimited,02/01/2022,"The Pontoppidan park is located in the newer Valby Maskin Factory district between Vigerlev Allé and ancient Køge Road. Here you are within walking distance of school, shopping, public transport, fitness centers and much more. The whole area has been withdrawn from the major roads, creating an extremely child-friendly and cozy area where children can safely run outside and play. You find up to several playgrounds in the area. The focus has been on creating a family-friendly area close to the city, where there is room for play and coziness close to the city's pulse. Within walking or bicycle spacing you also find the spinner which is the local shopping center with everything you need. At Valby Langgade you will find all kinds of cafes and eateries as well as wine bar and specialty shops. The Pontoppidan Park is built in 2012 and consists of 54 apartments. The property is made as an open car frame with apartments spread over 2-5 rooms. The property is located in the heart of Valby Maskinfabrik a good piece of retracted from old Køge Road overlooking the small green urban rooms between the properties in the area. Under the property, there are underground parking which you as inhabiting have the opportunity to rent a parking in. In the courtyard you will find a small playground belonging to the property's residents. There is a lift in all gates, which also runs right down to street level. All apartments have white kitchen with everything in white goods and bright bathroom with washer and dryer. There are underfloor heating throughout the apartments and largest part of apartments, balcony or terrace.We landlord in the following terms: - It is not allowed to share the home between 3 people or more. 1. Monthly rent. - There is no possibility to rent our homes if you are registered in RKI. - Animal husbandry is not allowed and it is not possible to obtain livestock farming.",13995,1000,41985,13995,70975,14995,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/103m2-4-vaer-id-5236100,10/27/2021,11/06/2021,"Ingrid Marievej, 2500 København, Valby  - 5. sal",Ingrid Marievej,2500,Valby,Apartment,103.0,4,5,Unlimited,12/01/2021,"Hibiscus house is for you who want proximity to both the city and nature - and will not compromise on quality. Here you get a stylish and modern home on historic Grønttorvet, close to the Grønttorvsparken and just a few minutes walk from public transport. With 375 apartments spread over 2, 3, 4 and 5 rooms are Hibiscus House a gem for all generations. The student, the young couple, children's family and the mature. Here is room for everyone. With several common roof terraces and greenhouses you get a framework that invites jointly. In Hibiscus House there is ample opportunity to create good neighbors.The stage 1 and 2 have started! Stage 1 and 2 are moving ready on November 1, 2021.Lease, modern housing huscus House is located along the north side of Grønttorvets towards Cozy Ingrid Marievej.de Nordic trends and sense of quality are throughout for all occasions. With bright, modern elements you get a home that you can easily put your personal touch on. And a well thought out plan solution that is easy to arrange. All apartments are furnished so you get the most sun. The apartments' living areas are located to the south, while the rooms are located to the north. You get optimal utilization of the natural daylight and can enjoy a sunny balcony or terrace. Green, detailed facades on Grønttorvet, there is focus on the architecture, and every building has its own special features that want to go to discover.Hibiscus house 'facade Start in yellow and warm shades, which through variation of bricks, wall details and facade planting get a vibrant and unique green expression when it is experienced from the urban room against Ingrid Marievej. Classic, characterful and inspirational. Therefore, Hibiscus House is furnished with two common roof terraces with greenhouses, cultivations and residence areas, where you can meet at cross and across the ranges. Book in Street Plan, there is room for the Communities to bloom. The green urban space between Hibiscus House and Ingrid Marievej is furnished with residence areas, play area for the smallest children as well as plant bed, a greenhouse and environmental shelter. Here you get modern village and proximity to both nature and city life. The good communities characterize the whole district, and everywhere in town there are small urban rooms and living areas that invite a respite. Figures from Hibiscus House, the district of the district, the 23,000 m2 Green Square with large grassland and fruit trees, where there is room for contemplation and freedom for play. In the Grønttorvsparken, the large mirror pool, orangery and shared dining house are now under construction, and the whole park and the district are finished in 2022.Shopping and cafégunstitutions and new school from 2026Gode connections by car, by bicycle and by public transport. Gang to Vigerslev Allé St. and new Ellebjerg St. (Metro from 2024)",13600,1115,40800,13600,69115,14715,1,3,0,0,0,1,0,1,1
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/110m2-4-vaer-id-5234493,10/20/2021,11/06/2021,"Elstarvej, 2500 København, Valby  - Stuen",Elstarvej,2500,Valby,Apartment,110.0,4,The living room,Unlimited,02/01/2022,"The sewer house is industrial charm with historical references and high quality for the quality-conscious tenant. The beautiful car ré building with 158 modern 1-4 V housing has drawn inspiration from Valby's historical references and, with its small architectural details, has its very own identity. As tenant in the Syren House gets you more than a modern quality residence. You become part of a district with green values ​​and a very special cohesion, while getting green areas and small social urban spaces, where neighbors and children can meet - and on the Syren House's Temeters roof terrace, you can - along with the property's residents Or alone - get green fingers, enjoy seasonal weather and the beautiful view of Valby and Grønttorvet.Well to the Syren House.I SYREN House gets you: 158 Modern 1-4 bedroom apartment between 48 - 112 m2 fell roof terrace in two floors with greenhouses, Plant bed and a small playground privat terrace or balcony for each home-heated storage room in the basement opportunity to rent a parking space in underground car parking and camera joints with camera deludence, the keyword for Grønttorvet. The district offers green values ​​and has live local areas with green oases, small squares and budding greenhouses where you can meet with the neighbors. And you dream about land between your fingers, you can also become part of the Syren House 'Plant Laug.Bydelen is centered around the 23,000 m2 Green Spark with fruit trees, winding paths and great grasslands. In the Grønttorvsparken, in 2021, an orangery and an eating and common house that will work as a café. The whole park is finished in 2022.Shopping Day institution New school (opens in 2026) good connections both by car, by bicycle and by public transport vigorslev Allé St. and new Ellebjerg St. where there will soon be metro",13526,1195,54104,13526,82351,14721,1,4,0,0,0,1,0,1,1
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/112m2-3-vaer-id-3901848,10/24/2021,11/06/2021,"Oscar Pettifords Vej, 2450 København, København Sv  - 1. sal",Oscar Pettifords Vej,2450,København Sv,Apartment,112.0,3,1,24+ months,01/01/2022,"If you appreciate staying in something unique, stylish and with a unique architecture overlooking Copenhagen then Metropolis is an option. The apartment consists of 112m2 spread over 3 rooms and 3 balconies. The home is not similar in Copenhagen and is unique in all respects. The décor of the home decreases the amazing views with water views from all rooms and leaves the feel of standing on a ship when you are in the living room. The apartment is exclusively and tastefully decorated with both kitchen and bathroom from Italian Binova. The apartment has the right location in the Metropolis Towner on 1st floor in the rise overlooking directly over Copenhagen and with balconies both for morning and evening sun. Sluseholmen is a great area where architecture and water are utilized in the best way to create an exciting new district in Copenhagen with cozy eateries and shopping opportunities. The water bus goes on scheduling from Sluseholmen to Kgs Nytorv and the port bath with winter bath facilities located just outside the door. To the lease belongs a basement room, a boat space in the property's own marina and there is the opportunity to rent up to 2 parks separately. The property includes a common furnished roof terrace on the 11th floor with stunning views against Amagerfælled and Ørestaden.",18500,800,37000,37000,93300,19300,2,2,0,0,0,1,0,1,1
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/101m2-4-vaer-id-5237221,11/01/2021,11/06/2021,"Dieselvej, 2450 København, København SV  - 5. sal",Dieselvej,2450,København SV,Apartment,101.0,4,5,Unlimited,02/01/2022,"The channel edge consists of 119 rental housing with a unique location in Copenhagen's new channel town on Teglholmen - a new district with channels, cozy courtyards and a vibrant nearby. With a location next to one of Teglholmens channels, you will stay centrally on Teglholmen. This means that more shopping opportunities, the new school in Sydhavnen and several day care centers are a short walk from your new accommodation. On the whole, everything that means that the logistics goes to work, purchasing and children within less than 500 meters from your new residence.There is the opportunity to rent a parking in the nearby parking house. of 2-4 bedroom apartments. There is a lift in the property.info about the homes: There is no possibility to rent if you are registered in RKI.The is payable 3 months in the deposit, for 1st month's rental and last month's rental. Parts are not allowed. It is not allowed to hold pets in the leases. * Note that the images are not necessarily taken off / from the residence in question, and that view etc. Therefore, vary. Open House: - Thursday, November 11, 2021, at. 15: 00-15: 15Obs: Please keep updated as there may be changes.",14595,1100,43785,14595,74075,15695,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/105m2-4-vaer-id-4951746,11/01/2021,11/06/2021,"Else Alfelts Vej, 2300 København, København S  - 1. sal",Else Alfelts Vej,2300,København S,Apartment,105.0,4,1,Unlimited,02/01/2022,The lease is located on Else Alfelt's road and consists of 4 rooms as well as kitchen and bath. The lease is 105 m2 and is ready for acquisition 01-02-2022. Monthly rent is DKK 13700 and pre-paid rent and deposit amounts to a total of 41100 kr. Send a message if the lease has caught your interest.,13700,1300,27400,13700,56100,15000,1,2,0,0,1,1,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/104m2-3-vaer-id-5238422,11/04/2021,11/06/2021,"Hannemanns Allé, 2300 København, København S  - 7. sal",Hannemanns Allé,2300,København S,Apartment,104.0,3,7,Unlimited,01/15/2022,The lease is located on Hannemann's Allé and consists of 3 rooms as well as a kitchen and bath. The lease is 104 m2 and is ready for acquisition 15-01-2022. Monthly rent is 14300 kr. And prepaid rent and deposit amounts to a total of DKK 42900 Submit a message if the lease has caught your interest.,14300,565,28600,14300,57765,14865,1,2,0,0,1,1,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/69m2-3-vaer-id-5235552,10/25/2021,11/06/2021,"Ørestads Boulevard, 2300 København, København S  - 2. sal",Ørestads Boulevard,2300,København S,Apartment,69.0,3,2,Unlimited,04/01/2022,"Bellak neighborhood's new mortgage The home is designed by Cobe and Vilhelm Lauritzen Architects, and is a distinctive touch of the entrance to the Bellakvarter. The 60 meter high housing tower is designed in a white grid of raw concrete elements located on a dark brick base, which forms the frame around a green, natural courtyard. The homes in the base go up to 5th floor and have balconies and retracted terraces out to the farm, while the tower shoots 19 floors and has balconies all around. The property consists of a total of 200ths with 2-6 rooms. The view of the entire Ørestad and Amager Fælled Tower is drawn with 360 degree balconies in different depths that vary from French balconies for residence sales. It allows for a rich outdoor to go outside from all the rooms and enjoy the unbroken view over Ørestad and in over Amager Fælled to Copenhagen Skyline.Dukke Apartments in high quality homes have a stylish and Nordic look and listed in delicious materials such as great oak floors and large window sections. The large window sections provide a lovely light and an indescribable beautiful view from the tower apartments. The kitchen is a quality kitchen from Invita and in a timeless design with integrated white goods such as incorporation furnace, induction hob, fridge / freezer and dishwasher. All bathrooms are built in bright materials and shower cubes with extra large brush head that invites long baths and providing an impression of quality and well-being. All homes have their own washer and dryer. Dressing tower housing overlooking two world corner entrance to the new housing tower coming on the corner of Videby Allé and Ørestad Boulevard, where an Aula is established with wood on walls and ceilings, which gives a warm welcome. From here you can move on to the lift core, located in the center of the house and leads up to the apartments. All the tower homes are established as corner apartments overlooking two world corners and have a nice light in during the day. At the top is a unique penthouse apartment in two level, private roof terrace and bathtub where you can enjoy the view of Amager Fælled. DGNB is based on a holistic understanding of sustainability, which takes into account both environmental, economic, technical, procedural and social factors. Bellakvarter is a diverse neighborhood where sustainability comes into play in, among other things, the handling of rainwater, waste management and green areas. The homes are ready for occupation 1.4.22.House animals: with application. * Note that the images do not necessarily have been taken from that Apartment, and to view etc. Therefore, vary.",11600,700,34800,11600,58700,12300,1,3,0,1,1,1,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/89m2-3-vaer-id-4785999,10/28/2021,11/06/2021,"Etta Camerons Vej, 2450 København, København SV  - 4. sal",Etta Camerons Vej,2450,København SV,Apartment,89.0,3,4,Unlimited,01/01/2022,"The property Granholm is Danica Pension's latest shoots on the trunk of the new slugeholmen. The apartments are located with water around the majority of the property, considering the modern family who love life by the water and at the same time close to town and nature. The Granholmen also offers a new health house as well as entrepreneurial housing in the living room, where it is possible to live and have profession under the same roof. The apartments Granholm offers 2-5 bedroom apartments with underfloor heating and good entrance hall with wardrobe. The apartments are all equipped with high appliances from Siemens and Kitchen from HTH. The bathrooms are timeless with separate shower and gray tiles. The floors are with wide oak planks in nature color. In addition, in the larger apartments there are also large gray tiles in the hall / kitchen. The Sluseholmen area is an active district with high in the sky. Here you can walk, run, cycle and even sail kayaking. Here is both the water, birds in the air, and new buildings, squares and farms that shoot up. And above all, Slusholmen is close to most. In 10 minutes you are at the Town Hall Square - and right on the other side of the water is the scenic Amager Fælled. Other rental terms Please note that landlord does not allow community of community. An exemption can be applied for for livestock permission. NOTE! The pictures are illustrative images and are not necessarily of the opportunity.",14950,964,44850,0,60764,15914,0,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/101m2-4-vaer-id-4952197,10/26/2021,11/06/2021,"Else Alfelts Vej, 2300 København, København S  - 4. sal",Else Alfelts Vej,2300,København S,Apartment,101.0,4,4,Unlimited,02/01/2022,The lease is located on Else Alfelt's road and consists of 4 rooms as well as kitchen and bath. The lease is 101 m2 and is ready for acquisition 01-02-2022. Monthly rent is 14800 kr. And pre-paid rent and deposit amounts to a total of DKK 44400. Send a message if the lease has caught your interest.,14800,1100,29600,14800,60300,15900,1,2,0,0,1,1,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/100m2-3-vaer-id-5238090,11/03/2021,11/06/2021,"Alliancevej, 2450 København, København SV  - 1. sal",Alliancevej,2450,København SV,Apartment,100.0,3,1,Unlimited,11/15/2021,"All homes are bright and spacious with a central living room with open kitchen, dining area and living room with large windows and exit to the balcony. Several homes on the ground floor have both terrace towards the courtyard and balcony against the street / water, while a large part of the other apartments have two balconies. The material selection is bright and in good quality with eg. Massive oak floors from Junckers, Unoform Kitchens and Siemens Home Appliances have a unique common room, which is located directly out to the harbor edge to the south. The room is furnished with a large kitchen and it will be obvious that the property's residents meet here for common activities such as cooking, fixed-name parties and other events. An option could also be that in the room a number of domestic workplaces where the property's residents can meet and exchange experiences, while the children play in a designated area. The final use of space is decided by the owner association. It is not possible to rent an apartment in the property if you are registered in RKI.TheGlholmen's history is closely linked to the brickwork established in the area in 1871, and as for many years, built in many years. a. Vesterbro with brick. About World War II, the large clay grave was transformed into a harbor pool, the current brickworkshavn, and a sailing to the main run came. The first generation of industrial companies were yards, foundries and a car collection factory. In the 1970s, the settlement of industrial companies began. A number of international companies such as Nokia and Philips began in the late 1990s to establish office at the brick haven. Here, among other things, Mention to the short distance to the shopping center Fisketorvet and Copenhagen Town Square versus the scenic amager felt on the opposite side of the canal. The City of Copenhagen has adopted an expansion of the metronet, thus established a metro station at Teglholmen, and there are plans for a cycling and walkway to Amager Fælled, which will only make Teglholmen even more attractive. Teglholmen is developed to become a modern channel city with new homes, harbor basins, marina, shops, as well as a new primary and day care institutions. All of this helps create a unique atmosphere and make the area family friendly and maritime. Tegleport's corner placement at Teglholmen's south side with water on three sides and views of both Slusholmen and Amager felt, thus gives Teglholmen's unconditional best position. The gick is the very best situated home-building, on the southeastern corner of Teglholmen and with two facades directly against the docks of the harbor basin and a facade out to one of the newly established channels. The brick port is built as a 4-7 storey's car residue in three types of brick and with half-indignant balconies that provide an exciting and dynamic facade expression. The homes are designed in varying size with the main weight of family-friendly devices and optimal exploitation of the good location directly next to the port.The choice is designed by Danielsen Architecture, who has emphasized that house facades get a compound, but homogeneous expression in interaction with the promenade in front The house, courtyard and canals, form the basis of stay and play.",14500,1000,43500,14500,73500,15500,1,3,0,1,1,1,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/109m2-4-vaer-id-4325277,11/01/2021,11/06/2021,"Else Alfelts Vej, 2300 København, København S  - 2. sal",Else Alfelts Vej,2300,København S,Apartment,109.0,4,2,Unlimited,11/06/2021,The lease is located on Else Alfelt's road and consists of 4 rooms as well as kitchen and bath. The lease is 109 m2 and is ready for takeover as soon as possible. Monthly rent is 14700 kr. And prepaid rent and deposit amounts to a total of DKK 44100. Send a message if the lease has caught your interest.,14700,1300,29400,14700,60100,16000,1,2,0,0,1,1,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/77m2-3-vaer-id-5236031,10/27/2021,11/06/2021,"Mosedalsvej, 2500 København, Valby  - 2. sal",Mosedalsvej,2500,Valby,Apartment,77.0,3,2,24+ months,01/01/2022,"Newly painted 3 be. Apartment rented fully furnished in cozy side street to the charming strokes of Valby Langgade. Withholder, living room and 2 bedrooms, dining kitchen and shower room. The landlord may be flex with furniture.Adleje Only for international customers on business contract",12000,0,36000,0,48000,12000,0,3,1,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/123m2-4-vaer-id-5223517,10/25/2021,11/06/2021,"Sluseholmen, 2450 København, København SV  - 3. sal",Sluseholmen,2450,København SV,Apartment,123.0,4,3,Unlimited,12/01/2021,"Welcome to Hjortholmhornolm is located on Sluseholmen, who with its many channels creates a maritime environment. Sluseholmen consists of 8 islands with various careers in different expressions, all of which are bridged. The many channels invite activity around the water, which among other things can happen in the form of kayaking or in the form of a swim in the harbor bath ""The coral bath"" .Beams are decorated in bright colors with a convenient floor plan that ensures that all square meters are optimally exploited. The kitchen containing cooker, cooker hood, oven, fridge / freezer and dishwasher is in open connection to the living room to create a friendly and spacious atmosphere that invites gathering. The bathrooms are also bright and include laundry column with washer & dryer as well as floor heating. It is not allowed to keep pets in the property. There is the possibility of renting parking in the basement for DKK 600 per. month. Parts are not allowed. There are 3 months in the deposit, 1 month prepaid rent, as well as 1 month rent. of / from the residence in question, and that view etc Therefore, vary. Open House: - Wednesday, November 10, 2021, at. 09: 00-09: 15Obs: Please keep updated as there may be changes.",15595,1400,46785,15595,79375,16995,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/86m2-3-vaer-id-5238682,11/05/2021,11/06/2021,"Montagehalsvej, 2500 København, Valby  - 1. sal",Montagehalsvej,2500,Valby,Apartment,86.0,3,1,Unlimited,01/01/2022,"Welcome to this amazing 3 bedroom apartment with good room distribution. The apartment is located on the 1st floor and offers a large living room, as well as open kitchen family room where cooker, cooker, oven, fridge / freezer and dishwasher. From the living room there is access to the apartment's fine balcony, with room for balcony furniture. The apartment has 2 spacious bedrooms, which are located at each end of the apartment. Furthermore, there is a good bathroom with separate shower and washing column. Heated with underfloor heating throughout the apartment, and there are good storage options via the associated basement room for the apartment. Building is located in the newly renovated area close to Valby Station, and has been named ¨Cholen¨. Here are both school, purchasing and public transport within a few hundred meters. The farm area of ​​secluded from the big roads, creating a cozy and extremely child-friendly area, without getting too far away from the city. The apartment is ready for acquisition 01.01.2022. Rental period is unlimited. The lease cannot be terminated the first 9 months, then there are 3 months of termination. * Note that the images are not taken off / from that home, and to view M.V. Therefore, vary.",13600,1000,40800,13600,69000,14600,1,3,0,1,1,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/99m2-3-vaer-id-4621462,10/26/2021,11/06/2021,"Clara Pontoppidans Vej, 2500 København, Valby  - 2. sal",Clara Pontoppidans Vej,2500,Valby,Apartment,99.0,3,2,Unlimited,02/01/2022,"The apartment appears light and spacious.  Bright elements have been used in the rooms and in the kitchen family room. The apartment comes with hard appliances such as dishwasher, as well as kitchen appliances such as refrigeration / freezer, oven and ceramic hobs.  The apartment is close to shopping and public transport",12800,1000,38400,12800,65000,13800,1,3,0,1,0,1,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/101m2-3-vaer-id-5228528,10/25/2021,11/06/2021,"Krimsvej, 2300 København, København S  - 10. sal",Krimsvej,2300,København S,Apartment,101.0,3,10,Unlimited,01/01/2022,"Welcome to this amazing area on Amager Beach, which offers numerous options. Here you are close to the popular Amager beach, shopping, fitness, restaurants and metro. In recent years, the Eastern Amager has been through a fascinating transformation focusing on freedom, green areas, community with room for individuality and a perfect balance between conservation and renewal. Shops, cafes, expansion of school and childcare facilities are just around the corner and with a minute to the subway, you are secured quick transport.",14695,1100,44085,14695,74575,15795,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/95m2-3-vaer-id-5236090,10/27/2021,11/06/2021,"Nygade, 1164 København, København K  - 3. sal",Nygade,1164,København K,Apartment,95.0,3,3,Unlimited,01/01/2022,"The property, which is extremely well located offers beautiful gangs with elevator, doorphone, backyard with bicycle parking, large basement, etc.. The apartment is light, modern and beautifully refurbished. You will stay close in the city, but into a light and quiet backyard. Framework The home to be contacted for a show. You are also welcome to contact us directly on Tel.",15995,800,47985,15995,80775,16795,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/64m2-3-vaer-id-5238486,11/04/2021,11/06/2021,"Njalsgade, 2300 København, København S  - 1. sal",Njalsgade,2300,København S,Apartment,64.0,3,1,Unlimited,03/01/2022,"In Gunhildgård at Islands Brygge you will find this new rental home in good materials and with many good communities. This residence is located on the 4th floor and has a lovely light, as well as great balcony. When you enter the home, you will be bidding on beautiful raw materials , and delicious gray news in both the delicious kitchen and bathroom. The apartment consists of the lovely kitchen family room and 2 good bedrooms. The home has a modern expression with raw concrete wall, gray kitchens from HTH and beautiful floors in oak. All homes have access to a cozy farm as well as three roof terraces. The homes suitable for both singles, couples and familiesgunhildgård are located in the new attractive district of Brew's Bastion - a green living quarter at Islands Brygge. The neighborhood is for you who prefer high quality architecture, varied urban nature and an active community in the middle of the city's pulse. You will find shopping just around the corner and metro in walking distance. In this property, you get mixed second following: - Floor heating in all room-raw concrete walls-gray modern kitchens from HTH- Alt in hard white goods communal courtyard as well as roof terraces close to purchasing and Metro Bar is ready for occupation 01.03.2022.House animals: Not allowed. * Note that the images are not necessarily taken by / from the opportunity, and that view etc. Therefore, vary.",13500,700,40500,13500,68200,14200,1,3,0,1,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/79m2-3-vaer-id-5232501,10/25/2021,11/06/2021,"Cylindervej, 2450 København, København SV  - 5. sal",Cylindervej,2450,København SV,Apartment,79.0,3,5,Unlimited,02/01/2022,"The North Chajen is 127 rental housing with a unique location in Copenhagen's new channel town on Teglholmen. Teglholmen is a newly built district with channels, cozy courtyards and a vibrant nearby jaw .Nordkajen is located on one of the most attractive locations on Teglholmen, in it located out towards one of the canals as well as in quiet and un-qualified surroundings. This means that more shopping opportunities, the new school in Sydhavnen and several day care centers are a short walk from your new dwelling. There is a lift in all the tasks. The apartments are furnished with delicious white kitchen from HTH, as well as white goods from Siemens.There is the opportunity to rent a parking room in the nearby parking garage at Teglholmsgade to DKK 750, - pr. Md.info on the homes: There is no possibility to rent if you are registered in RKI.There is payable 3 months in the deposit, for 1st month's rental and last month's rental. Deleters are not allowed. It is not allowed to keep pets. in the leases. * Note that the images are not necessarily taken off / from that residence and that view etc. Therefore, vary. Open House: - Thursday, November 11, 2021, at. 15: 00-15: 15Obs: Please keep updated as there may be changes.",13795,900,41385,13795,69875,14695,1,3,0,0,0,0,0,0,0
